"Ign","Team","Agent","Picks","Matches","Percentage"
"seven","TSM (ex)","Sage",1,10,"10.00"
"Ludens","K2 eSports (ex)","KAY/O",1,2,"50.00"
"YAYA","ややーず","Astra",1,2,"50.00"
"YESicaN","Fancy United Esports","Raze",1,17,"5.88"
"SEVERiNE","Onic Esports (ex)","Breach",1,38,"2.63"
"Ludens","K2 eSports (ex)","Raze",1,2,"50.00"
"LucasVade","Meta Gaming (ex)","Skye",1,10,"10.00"
"SEVERiNE","Onic Esports (ex)","Skye",1,38,"2.63"
"LucasVade","Meta Gaming (ex)","Killjoy",1,10,"10.00"
"Lore","Focus e-Sports (ex)","Jett",1,2,"50.00"
"Lore","Focus e-Sports (ex)","Viper",1,2,"50.00"
"Lok1","CERBERUS Esports (ex)","Omen",1,15,"6.67"
"ShahZaM","Sentinels (ex)","Jett",1,38,"2.63"
"Lok1","CERBERUS Esports (ex)","Brimstone",1,15,"6.67"
"LOB","FAV gaming","Cypher",1,23,"4.35"
"Lmemore","Onic Esports (ex)","Killjoy",1,38,"2.63"
"Lmemore","Onic Esports (ex)","Cypher",1,38,"2.63"
"Lily","EVA:e","Viper",1,3,"33.33"
"Shao","FunPlus Phoenix (ex)","Omen",1,95,"1.05"
"Lightningfast","Global Esports","KAY/O",1,5,"20.00"
"liazzi","Liberty","KAY/O",1,20,"5.00"
"liazzi","Liberty","Astra",1,20,"5.00"
"liazzi","Liberty","Jett",1,20,"5.00"
"LEXY","Bleed Esports (ex)","Neon",1,24,"4.17"
"asteriskk","Persija Esports","Omen",1,16,"6.25"
"sheydos","Gambit Esports (ex)","Skye",1,5,"20.00"
"YESicaN","Fancy United Esports","Omen",1,17,"5.88"
"LEXY","Bleed Esports (ex)","Skye",1,24,"4.17"
"LEXY","Bleed Esports (ex)","Raze",1,24,"4.17"
"LEXY","Bleed Esports (ex)","Raze",1,24,"4.17"
"Less","LOUD","Sage",1,67,"1.49"
"leonzhett","PAMPAS (ex)","Breach",1,11,"9.09"
"Leo","SYSTEM e-Sports","Astra",1,2,"50.00"
"Leo","SYSTEM e-Sports","Viper",1,2,"50.00"
"Leo","Guild Esports (ex)","Chamber",1,54,"1.85"
"Leo","Guild Esports (ex)","Reyna",1,54,"1.85"
"lenne","Bleed Esports (ex)","Sage",1,37,"2.70"
"leaf","Cloud9","Breach",1,47,"2.13"
"Laz","ZETA DIVISION","Skye",1,63,"1.59"
"asteriskk","Persija Esports","Sage",1,16,"6.25"
"shion","Liberty (ex)","Reyna",1,20,"5.00"
"Lawrence","GoNGo Prince","KAY/O",1,7,"14.29"
"Lawrence","GoNGo Prince","Skye",1,7,"14.29"
"shion","Liberty (ex)","Fade",1,20,"5.00"
"Lawrence","GoNGo Prince","Reyna",1,7,"14.29"
"Lawrence","GoNGo Prince","Sage",1,7,"14.29"
"LAMMYSNAX","FULL SENSE (ex)","Raze",1,11,"9.09"
"Lakia","IGZIST (ex)","Sage",1,19,"5.26"
"Shiroe","Mariner","Breach",1,2,"50.00"
"Shiroe","Mariner","KAY/O",1,2,"50.00"
"L1NK","Team Liquid (ex)","Sova",1,38,"2.63"
"Astell","Crazy Raccoon","Sage",1,40,"2.50"
"shroud","Sentinels","Omen",1,8,"12.50"
"shroud","Sentinels","Astra",1,8,"12.50"
"L1NK","Acend (ex)","Skye",1,6,"16.67"
"shura","Focus e-Sports","Viper",1,2,"50.00"
"shura","Focus e-Sports","Astra",1,2,"50.00"
"aspas","LOUD","Neon",1,67,"1.49"
"Shuzz","SCARZ (ex)","Skye",1,5,"20.00"
"zunba","On Sla2ers (ex)","Omen",1,49,"2.04"
"kvzx","NAOS Esports","Skye",1,6,"16.67"
"kvzx","NAOS Esports","Sage",1,6,"16.67"
"KuuKai","Crest Gaming ZST (ex)","Chamber",1,7,"14.29"
"SicK","Sentinels (ex)","Breach",1,24,"4.17"
"KuuKai","Crest Gaming ZST (ex)","Cypher",1,7,"14.29"
"SicK","Sentinels (ex)","Sova",1,24,"4.17"
"SicK","Sentinels (ex)","Viper",1,24,"4.17"
"2KY","SchwarzerLand","Jett",1,2,"50.00"
"AsLanM4shadoW","BBL Esports","Neon",1,26,"3.85"
"kurozooted","Reignite","Skye",1,10,"10.00"
"kurozooted","Reignite","Reyna",1,10,"10.00"
"kurozooted","Reignite","Viper",1,10,"10.00"
"AsLanM4shadoW","BBL Esports","Jett",1,26,"3.85"
"SID","VPZ","Raze",1,4,"25.00"
"kurozooted","Reignite","Cypher",1,10,"10.00"
"silver","K2 eSports (ex)","Killjoy",1,2,"50.00"
"silver","K2 eSports (ex)","Sage",1,2,"50.00"
"Siro","looking for a name (ex)","Breach",1,2,"50.00"
"Siro","looking for a name (ex)","Reyna",1,2,"50.00"
"SiuFatBB","Griffin E-Sports","Raze",1,16,"6.25"
"kurozooted","Reignite","Raze",1,10,"10.00"
"AsLanM4shadoW","BBL Esports","Omen",1,26,"3.85"
"SiuFatBB","Griffin E-Sports","Yoru",1,16,"6.25"
"kobra","Sengoku Gaming (ex)","Chamber",1,7,"14.29"
"kobra","REJECT (si)","Brimstone",1,1,"100.00"
"AsLanM4shadoW","BBL Esports","Sage",1,26,"3.85"
"skillZ","Global Esports","Omen",1,5,"20.00"
"zunba","On Sla2ers (si)","Viper",1,6,"16.67"
"kobra","Crest Gaming ZST","Chamber",1,2,"50.00"
"Yun","Pentagon","Breach",1,5,"20.00"
"kobra","Crest Gaming ZST","Jett",1,2,"50.00"
"Kishi","CERBERUS Esports (ex)","Sage",1,15,"6.67"
"AslaN","BIG (ex)","Chamber",1,25,"4.00"
"KimGyuTae","Desperado (si)","Jett",1,1,"100.00"
"skyeSG","No Namers (ex)","Viper",1,5,"20.00"
"Zan","Focus e-Sports","Sova",1,2,"50.00"
"Zan","Focus e-Sports","Chamber",1,2,"50.00"
"Skyfull","DeToNator (ex)","Breach",1,3,"33.33"
"Skyfull","DeToNator (ex)","Killjoy",1,3,"33.33"
"Skyfull","DeToNator (ex)","Jett",1,3,"33.33"
"AslaN","BIG (ex)","Astra",1,25,"4.00"
"Smoggy","EDward Gaming","KAY/O",1,3,"33.33"
"Killer0714","DetonatioN Gaming White","Viper",1,4,"25.00"
"kiles","Acend (ex)","Breach",1,13,"7.69"
"keznit","KRÜ Esports (ex)","Fade",1,70,"1.43"
"SoGaTe","Tartarus (si)","Viper",1,2,"50.00"
"SoGaTe","Tartarus (si)","Brimstone",1,2,"50.00"
"SoGaTe","Team GP (ex)","Viper",1,6,"16.67"
"Keria","Spear Gaming","Neon",1,30,"3.33"
"Solution","FUSION (ex)","Raze",1,4,"25.00"
"Solution","FUSION (ex)","Sova",1,4,"25.00"
"Solution","FUSION (ex)","KAY/O",1,4,"25.00"
"Solution","FUSION (ex)","Chamber",1,4,"25.00"
"Keria","Spear Gaming","Skye",1,30,"3.33"
"Keria","Spear Gaming","Sage",1,30,"3.33"
"something","Sengoku Gaming","Chamber",1,4,"25.00"
"artzin","Stars Horizon (ex)","Chamber",1,8,"12.50"
"Sơn KeKe","Fancy United Esports (ex)","Omen",1,12,"8.33"
"Kei","looking for a name","Jett",1,2,"50.00"
"2GE","Rex Regum Qeon","Fade",1,8,"12.50"
"Kei","looking for a name","Raze",1,2,"50.00"
"soulcas","Team Liquid","Breach",1,75,"1.33"
"Kaspe","BIG (ex)","Sage",1,13,"7.69"
"KappA","Global Esports","Sage",1,5,"20.00"
"artzin","Stars Horizon (ex)","Jett",1,8,"12.50"
"10X","HolyMolly (ex)","Astra",1,26,"3.85"
"KappA","Global Esports","Breach",1,5,"20.00"
"Kanpeki","Sentinels (ex)","Neon",1,11,"9.09"
"Kaminari","Hexad (ex)","Reyna",1,6,"16.67"
"Kakarot","NAOS Esports","Neon",1,6,"16.67"
"Kakarot","NAOS Esports","Chamber",1,6,"16.67"
"Kakarot","NAOS Esports","Reyna",1,6,"16.67"
"Kakarot","NAOS Esports","Brimstone",1,6,"16.67"
"k1Ng","On Sla2ers (si)","Reyna",1,6,"16.67"
"k1Ng","On Sla2ers (si)","Cypher",1,6,"16.67"
"SSeeS","DetonatioN Gaming White (ex)","Breach",1,3,"33.33"
"SSeeS","DetonatioN Gaming White (ex)","Sage",1,3,"33.33"
"SSeeS","DetonatioN Gaming White (ex)","Skye",1,3,"33.33"
"k1Ng","On Sla2ers (ex)","Chamber",1,49,"2.04"
"k1Ng","On Sla2ers (ex)","Astra",1,49,"2.04"
"k1Ng","On Sla2ers (ex)","Omen",1,49,"2.04"
"Ssun","Spear Gaming (ex)","Neon",1,30,"3.33"
"k1Ng","On Sla2ers (ex)","Sage",1,49,"2.04"
"Starxo","Acend","Viper",1,37,"2.70"
"k1Ng","On Sla2ers (ex)","Breach",1,49,"2.04"
"K1llgrave","DeToNator (ex)","Killjoy",1,3,"33.33"
"Starxo","Acend","Jett",1,37,"2.70"
"K1LLERS","Fancy United Esports (ex)","KAY/O",1,4,"25.00"
"K1LLERS","Fancy United Esports (ex)","Raze",1,4,"25.00"
"Junseo","Next eSports","Sova",1,3,"33.33"
"JUGi","FOKUS","Reyna",1,12,"8.33"
"Starxo","Acend","Fade",1,37,"2.70"
"JREXXX","Insomnia (ex)","Raze",1,3,"33.33"
"Jremy","Team Secret","Fade",1,10,"10.00"
"Jremy","Team Secret","KAY/O",1,10,"10.00"
"Jremy","Team Secret","Raze",1,10,"10.00"
"JoXJo","NORTHEPTION (ex)","Sage",1,40,"2.50"
"jotinha","SunXet Club (ex)","Skye",1,11,"9.09"
"Johnqt","Ghost Gaming (ex)","KAY/O",1,15,"6.67"
"JitboyS","FW Esports (ex)","Fade",1,5,"20.00"
"Jinggg","Paper Rex","Neon",1,61,"1.64"
"Jinggg","Paper Rex","Chamber",1,61,"1.64"
"stellar","100 Thieves","Chamber",1,42,"2.38"
"JinboongE","HolyMolly (ex)","Reyna",1,26,"3.85"
"artn","Gaimin Gladiators (ex)","Viper",1,6,"16.67"
"Subroza","TSM (ex)","Raze",1,10,"10.00"
"zeddy","Natus Vincere (ex)","Sage",1,22,"4.55"
"Subroza","TSM (ex)","Phoenix",1,10,"10.00"
"Jemkin","Crest Gaming ZST (ex)","KAY/O",1,7,"14.29"
"Subroza","TSM (ex)","Astra",1,10,"10.00"
"Suda","SETOUCHI ENLIFE (ex)","Sova",1,2,"50.00"
"Suda","SETOUCHI ENLIFE (ex)","Viper",1,2,"50.00"
"Jemkin","Crest Gaming ZST (ex)","Reyna",1,7,"14.29"
"Jemkin","BLUE BEES.ESP (ex)","Jett",1,6,"16.67"
"jEEE","NAOS Esports","Astra",1,6,"16.67"
"jcStani","100 Thieves (ex)","Omen",1,8,"12.50"
"Suggest","DetonatioN Gaming White (ex)","Breach",1,4,"25.00"
"jcStani","100 Thieves (ex)","Viper",1,8,"12.50"
"Art","Sengoku Gaming (ex)","Omen",1,11,"9.09"
"jawgemo","Evil Geniuses","Fade",1,35,"2.86"
"zeek","Acend (ex)","Breach",1,28,"3.57"
"jawgemo","Evil Geniuses","Neon",1,35,"2.86"
"Jan","Next eSports","Viper",1,3,"33.33"
"Izzy","SuperMassive","Raze",1,11,"9.09"
"SungJin","Spear Gaming (ex)","Reyna",1,23,"4.35"
"invy","Oasis Gaming (ex)","Sage",1,4,"25.00"
"invy","Oasis Gaming (ex)","Sova",1,4,"25.00"
"iNTRO","DAMWON Gaming (si)","Sage",1,22,"4.55"
"iluri","FOKUS (ex)","Sage",1,12,"8.33"
"Ijin","Storks Phalanx (ex)","Chamber",1,4,"25.00"
"Ijin","Storks Phalanx (ex)","Jett",1,4,"25.00"
"Hyzee","Fancy United Esports (ex)","KAY/O",1,17,"5.88"
"hype","OG LDN UTD (ex)","Brimstone",1,21,"4.76"
"supamen","Rise (ex)","Omen",1,12,"8.33"
"hype","OG LDN UTD (ex)","Killjoy",1,21,"4.76"
"Art","Sengoku Gaming (ex)","Brimstone",1,11,"9.09"
"hype","OG LDN UTD (ex)","Raze",1,21,"4.76"
"hyouka","Reignite","Omen",1,10,"10.00"
"hsk","DetonatioN Gaming White","KAY/O",1,4,"25.00"
"hsk","DetonatioN Gaming White","Skye",1,4,"25.00"
"zeek","Acend (ex)","Viper",1,28,"3.57"
"sushiboys","XERXIA Esports (ex)","Breach",1,61,"1.64"
"hsk","DetonatioN Gaming White","Reyna",1,4,"25.00"
"hsk","DetonatioN Gaming White","Raze",1,4,"25.00"
"Hoody","G2 Esports (Inactive) (ex)","Neon",1,57,"1.75"
"hiyokomaru","SYSTEM e-Sports","Sova",1,2,"50.00"
"arm1e","EVA:e (ex)","Skye",1,3,"33.33"
"hiyokomaru","SYSTEM e-Sports","Breach",1,2,"50.00"
"sushiboys","XERXIA Esports (ex)","Neon",1,61,"1.64"
"ardiis","FunPlus Phoenix (ex)","Cypher",1,89,"1.12"
"Hermes","HolyMolly (ex)","Yoru",1,26,"3.85"
"SUTHER","9z Team (ex)","Sova",1,32,"3.13"
"Hermes","HolyMolly (ex)","Viper",1,26,"3.85"
"SUTHER","9z Team (ex)","Viper",1,32,"3.13"
"HellrangeR","Global Esports","Fade",1,5,"20.00"
"SUTHER","9z Team (ex)","Reyna",1,32,"3.13"
"hellff","Velocity Gaming","Sage",1,6,"16.67"
"hazed","NRG Esports (ex)","Sage",1,39,"2.56"
"hatty","ややーず (ex)","KAY/O",1,2,"50.00"
"hatty","ややーず (ex)","Cypher",1,2,"50.00"
"Hate","DAMWON Gaming (ex)","Fade",1,28,"3.57"
"aproto","Ghost Gaming (ex)","Omen",1,15,"6.67"
"Has1ra14","Maru Gaming (ex)","Skye",1,4,"25.00"
"swag","Team Vikings (ex)","Viper",1,9,"11.11"
"Apinya","FW Esports (ex)","Brimstone",1,5,"20.00"
"Apinya","FW Esports (ex)","Viper",1,5,"20.00"
"Has1ra14","Maru Gaming (ex)","Breach",1,4,"25.00"
"Has1ra14","CNJ Esports","Neon",1,18,"5.56"
"SylFy","Jadeite (ex)","Brimstone",1,12,"8.33"
"Apinya","FW Esports (ex)","Sova",1,5,"20.00"
"Harry","HolyMolly","Sova",1,26,"3.85"
"Harry","Brimstone (si)","Killjoy",1,7,"14.29"
"Haodong","EDward Gaming","Astra",1,5,"20.00"
"Haodong","EDward Gaming","Skye",1,5,"20.00"
"Haodong","EDward Gaming","Viper",1,5,"20.00"
"Halbae","World Game Star (ex)","Breach",1,5,"20.00"
"SyouTa","Crest Gaming ZST (ex)","Brimstone",1,9,"11.11"
"SyouTa","Crest Gaming ZST (ex)","Omen",1,9,"11.11"
"H1K","SchwarzerLand","Astra",1,2,"50.00"
"SyouTa","REJECT (si)","Raze",1,1,"100.00"
"H1K","SchwarzerLand","Reyna",1,2,"50.00"
"H1BER","FNATIC (si)","Chamber",1,4,"25.00"
"H1BER","FNATIC (si)","Jett",1,4,"25.00"
"Anna","Next eSports (ex)","Jett",1,2,"50.00"
"GwangUh","Tartarus (si)","KAY/O",1,2,"50.00"
"GwangUh","Tartarus (si)","Breach",1,2,"50.00"
"gustt1nha","Los Grandes (ex)","Sova",1,19,"5.26"
"takej","Crest Gaming ZST (si)","Astra",1,1,"100.00"
"Gunny","GoNGo Prince","Astra",1,5,"20.00"
"takej","REJECT (ex)","Killjoy",1,31,"3.23"
"gtnziN","MIBR (ex)","Skye",1,17,"5.88"
"godko","Desperado (ex)","Chamber",1,21,"4.76"
"takej","REJECT (ex)","Sage",1,31,"3.23"
"godko","Desperado (ex)","Cypher",1,21,"4.76"
"takej","REJECT (ex)","Yoru",1,31,"3.23"
"GodDead","On Sla2ers (si)","KAY/O",1,6,"16.67"
"takej","REJECT (ex)","Chamber",1,31,"3.23"
"柳ヶ瀬鈴乃","IXA (ex)","Killjoy",1,5,"20.00"
"Teerapong","FW Esports","Sage",1,5,"20.00"
"GodDead","On Sla2ers (si)","Sage",1,6,"16.67"
"Teerapong","FW Esports","Chamber",1,5,"20.00"
"GodDead","On Sla2ers","Neon",1,49,"2.04"
"GodDead","On Sla2ers","Jett",1,49,"2.04"
"tehbotol","BOOM Esports (ex)","Brimstone",1,45,"2.22"
"tehbotol","BOOM Esports (ex)","Omen",1,45,"2.22"
"GodDead","On Sla2ers","Cypher",1,49,"2.04"
"Tempz","No Namers (ex)","Sage",1,5,"20.00"
"Anna","Next eSports (ex)","Reyna",1,2,"50.00"
"Anker","Jadeite (ex)","Fade",1,12,"8.33"
"gob b","BIG (ex)","Sage",1,13,"7.69"
"gMd","TSM (ex)","Viper",1,10,"10.00"
"gio","Movistar Optix","Reyna",1,27,"3.70"
"gio","Movistar Optix","Sage",1,27,"3.70"
"Genghsta","Knights (ex)","Breach",1,17,"5.88"
"Fuzari","Gamelanders Blue (ex)","KAY/O",1,24,"4.17"
"ANGE1","FunPlus Phoenix (ex)","Astra",1,85,"1.18"
"Zyppan","FunPlus Phoenix (ex)","Sage",1,95,"1.05"
"Zellsis","Version1 (Inactive) (ex)","Breach",1,21,"4.76"
"Fung3","Griffin E-Sports","Cypher",1,16,"6.25"
"TenZ","Sentinels","Yoru",1,36,"2.78"
"frz","Sharks Esports (ex)","Chamber",1,9,"11.11"
"TenzouEz","DeToNator (ex)","Viper",1,3,"33.33"
"TenzouEz","DeToNator (ex)","Skye",1,3,"33.33"
"TenzouEz","DeToNator (ex)","KAY/O",1,3,"33.33"
"frz","MIBR","Sage",1,17,"5.88"
"ANGE1","FunPlus Phoenix (ex)","Sage",1,85,"1.18"
"tex","NRG Esports (ex)","Reyna",1,39,"2.56"
"tex","NRG Esports (ex)","Skye",1,39,"2.56"
"frz","MIBR","Killjoy",1,17,"5.88"
"Frosty","Knights (ex)","KAY/O",1,17,"5.88"
"Frosty","Knights (ex)","Brimstone",1,17,"5.88"
"FREY","Gaimin Gladiators (ex)","Cypher",1,6,"16.67"
"Texta","ORDER (ex)","Sage",1,16,"6.25"
"foxz","XERXIA Esports (ex)","KAY/O",1,61,"1.64"
"Texta","ORDER (ex)","Astra",1,16,"6.25"
"THEE","FULL SENSE","Cypher",1,11,"9.09"
"foxz","XERXIA Esports (ex)","Yoru",1,61,"1.64"
"Zyppan","FunPlus Phoenix (ex)","Reyna",1,95,"1.05"
"foxz","XERXIA Esports (ex)","Jett",1,61,"1.64"
"thiefy","Sengoku Gaming (ex)","Raze",1,7,"14.29"
"thiefy","Sengoku Gaming (ex)","Cypher",1,7,"14.29"
"foxz","XERXIA Esports (ex)","Phoenix",1,61,"1.64"
"TiGG","Luminosity Gaming (ex)","Sova",1,33,"3.03"
"Foxy9","Reignite (ex)","Raze",1,10,"10.00"
"Flynch","Persija Esports (ex)","Breach",1,16,"6.25"
"flippy","South Built Esports (ex)","Skye",1,10,"10.00"
"flippy","South Built Esports (ex)","Sage",1,10,"10.00"
"Flax","Hexad (ex)","Breach",1,6,"16.67"
"TiGG","Shopify Rebellion (ex)","Sage",1,4,"25.00"
"Flash","Rex Regum Qeon","Sova",1,1,"100.00"
"flainzz","Stars Horizon","KAY/O",1,8,"12.50"
"Zellsis","Version1 (Inactive) (ex)","Skye",1,21,"4.76"
"flainzz","Stars Horizon","Killjoy",1,8,"12.50"
"Amaterasu","Velocity Gaming","Breach",1,6,"16.67"
"flainzz","INGAMING Esports (ex)","Sage",1,9,"11.11"
"fl1pzjder","BOOM Esports (ex)","Fade",1,45,"2.22"
"fl1pzjder","BOOM Esports (ex)","Breach",1,45,"2.22"
"tixx","Bonkers(OCE) (ex)","Viper",1,8,"12.50"
"fiN","SYSTEM e-Sports","Chamber",1,2,"50.00"
"zennakukinn","BLUE BEES.ESP (ex)","Breach",1,13,"7.69"
"fiN","SYSTEM e-Sports","Killjoy",1,2,"50.00"
"alyaL","CERBERUS Esports (ex)","KAY/O",1,7,"14.29"
"FifTy","DeToNator","Cypher",1,3,"33.33"
"TORANECO","Hexad (ex)","Skye",1,6,"16.67"
"Torrify","FUSION (ex)","Breach",1,12,"8.33"
"Feniz","E-Xolos LAZER","Viper",1,16,"6.25"
"Feniz","E-Xolos LAZER","Cypher",1,16,"6.25"
"Toto","GyoGun","Viper",1,2,"50.00"
"Toto","GyoGun","Sage",1,2,"50.00"
"Felix","Brimstone (si)","Breach",1,7,"14.29"
"Fantasy","Team T5","Sage",1,16,"6.25"
"trent","The Guard","Viper",1,55,"1.82"
"trent","The Guard","Sage",1,55,"1.82"
"Famouz","Persija Esports (ex)","Chamber",1,16,"6.25"
"Famouz","Persija Esports (ex)","KAY/O",1,16,"6.25"
"Famouz","Persija Esports (ex)","Jett",1,16,"6.25"
"f1cio","Fancy United Esports","Jett",1,13,"7.69"
"ExiA","Spear Gaming","Sage",1,23,"4.35"
"AloNeFillz","Made in Thailand","Breach",1,28,"3.57"
"allow","Jadeite (ex)","Chamber",1,12,"8.33"
"ExiA","Spear Gaming","Brimstone",1,23,"4.35"
"Eugene","DAMWON Gaming","Astra",1,5,"20.00"
"trexx","Guild Esports","Chamber",1,54,"1.85"
"trexx","Guild Esports","Neon",1,54,"1.85"
"zepher","Crest Gaming ZST (si)","Chamber",1,1,"100.00"
"TS","On Sla2ers (ex)","Breach",1,49,"2.04"
"Eugene","DAMWON Gaming","Jett",1,5,"20.00"
"TS","On Sla2ers (ex)","Killjoy",1,49,"2.04"
"TS","On Sla2ers (ex)","Phoenix",1,49,"2.04"
"Eugene","DAMWON Gaming","Brimstone",1,5,"20.00"
"TS","On Sla2ers (ex)","KAY/O",1,49,"2.04"
"allow","Jadeite (ex)","Yoru",1,12,"8.33"
"Eugene","DAMWON Gaming","Sova",1,5,"20.00"
"Eugene","DAMWON Gaming","Raze",1,5,"20.00"
"10X","HolyMolly (ex)","Sage",1,26,"3.85"
"TS","On Sla2ers (si)","Chamber",1,6,"16.67"
"Ethan","NRG Esports (ex)","Fade",1,26,"3.85"
"Tuli","9z Team (si)","Jett",1,7,"14.29"
"Ethan","NRG Esports (ex)","Sova",1,26,"3.85"
"AlKawai","Insomnia (ex)","Astra",1,3,"33.33"
"Estrella","Desperado (ex)","Viper",1,5,"20.00"
"Esperanza","DAMWON Gaming","Killjoy",1,58,"1.72"
"Enzo","FNATIC (ex)","Sage",1,49,"2.04"
"Turko","BBL Esports","Brimstone",1,24,"4.17"
"EndU","Team GP","KAY/O",1,6,"16.67"
"zepher","REJECT (ex)","Sage",1,31,"3.23"
"eKo","Reignite (ex)","Fade",1,10,"10.00"
"tuyz","TBK Esports (ex)","Sage",1,38,"2.63"
"tuyz","TBK Esports (ex)","Reyna",1,38,"2.63"
"eKo","Reignite (ex)","Skye",1,10,"10.00"
"eKo","Reignite (ex)","Sage",1,10,"10.00"
"eKo","Reignite (ex)","Breach",1,10,"10.00"
"zepher","REJECT (ex)","Reyna",1,31,"3.23"
"Eeyore","Persija Esports","Viper",1,16,"6.25"
"eeiu","NRG Esports (ex)","Skye",1,39,"2.56"
"Twisten","BIG (ex)","Killjoy",1,25,"4.00"
"Twisten","BIG (ex)","Viper",1,25,"4.00"
"ec1s","100 Thieves (ex)","Viper",1,5,"20.00"
"Twisten","BIG (ex)","KAY/O",1,25,"4.00"
"Duno","Natus Vincere (ex)","Sage",1,35,"2.86"
"UmiNtyU","Mariner","Viper",1,2,"50.00"
"UmiNtyU","Mariner","Astra",1,2,"50.00"
"Unnsto","EBRO Gaming (ex)","Breach",1,11,"9.09"
"Duno","Natus Vincere (ex)","Brimstone",1,35,"2.86"
"Dualing","Storks Phalanx (ex)","Reyna",1,4,"25.00"
"zepher","REJECT (ex)","Omen",1,31,"3.23"
"AlKawai","Insomnia (ex)","Brimstone",1,3,"33.33"
"Dszera","Team Vikings (ex)","Viper",1,9,"11.11"
"Dszera","Team Vikings (ex)","Breach",1,9,"11.11"
"Dreamas","LDN UTD (ex)","Cypher",1,12,"8.33"
"Draxii","Rex Regum Qeon (ex)","KAY/O",1,8,"12.50"
"Draxii","Rex Regum Qeon (ex)","Skye",1,8,"12.50"
"DOGAO","Movistar Optix","Omen",1,13,"7.69"
"DOGAO","Movistar Optix","Sage",1,13,"7.69"
"v1xen","Ninjas in Pyjamas (si)","Brimstone",1,8,"12.50"
"disk0","ORDER (ex)","Neon",1,16,"6.25"
"disk0","ORDER (ex)","Skye",1,16,"6.25"
"disk0","ORDER (ex)","Killjoy",1,16,"6.25"
"DippER","VPZ (ex)","Breach",1,4,"25.00"
"vaiZ","Leviatán (ex)","Skye",1,35,"2.86"
"dinkzj","Natus Vincere (ex)","Chamber",1,35,"2.86"
"dinkzj","Natus Vincere (ex)","Skye",1,35,"2.86"
"dimasick","Team Liquid","Astra",1,26,"3.85"
"diewijAs","PAMPAS (ex)","Chamber",1,11,"9.09"
"vakk","Acend","Brimstone",1,24,"4.17"
"Dhimorutoo","Reignite (ex)","Brimstone",1,8,"12.50"
"dephh","XSET (ex)","Chamber",1,66,"1.52"
"dephh","XSET (ex)","Sage",1,66,"1.52"
"Valll","Focus e-Sports (ex)","Reyna",1,2,"50.00"
"Valll","Focus e-Sports (ex)","Jett",1,2,"50.00"
"Delta","Maru Gaming (ex)","Sage",1,22,"4.55"
"Delend","Made in Thailand (ex)","Omen",1,17,"5.88"
"deigara","9z Team","Brimstone",1,39,"2.56"
"deigara","9z Team","Cypher",1,39,"2.56"
"DDcream","Pentagon","Skye",1,5,"20.00"
"DDcream","Pentagon","Sova",1,5,"20.00"
"Dcop","FUSION","Viper",1,14,"7.14"
"Dcop","FUSION","Raze",1,14,"7.14"
"dazzLe","Shopify Rebellion","Fade",1,4,"25.00"
"dazzLe","Shopify Rebellion","Sova",1,4,"25.00"
"이토히로부비부빗","Team T5 (ex)","Omen",1,6,"16.67"
"vanity","Cloud9","Sova",1,47,"2.13"
"Darker","FUSION","Omen",1,4,"25.00"
"Darker","FUSION","Brimstone",1,4,"25.00"
"Danielesflo","FUSION (ex)","Viper",1,4,"25.00"
"Dani","Sentinels (si)","Omen",1,2,"50.00"
"AlKawai","Insomnia (ex)","Viper",1,3,"33.33"
"vanity","Cloud9","Fade",1,47,"2.13"
"Dani","Sentinels (si)","Brimstone",1,2,"50.00"
"Veroneze","Team Vikings (ex)","Raze",1,9,"11.11"
"侵略者","ややーず","Viper",1,2,"50.00"
"Veroneze","Team Vikings (ex)","Reyna",1,9,"11.11"
"DaeGi","Tartarus (si)","Jett",1,2,"50.00"
"Veroneze","Team Vikings (ex)","Skye",1,9,"11.11"
"Veroneze","Team Vikings (ex)","KAY/O",1,9,"11.11"
"Vibhor","Velocity Gaming (ex)","Raze",1,6,"16.67"
"Vibhor","Velocity Gaming (ex)","Viper",1,6,"16.67"
"DaeGi","Tartarus (si)","Raze",1,2,"50.00"
"Alex","Next eSports (ex)","KAY/O",1,4,"25.00"
"Vici","Sengoku Gaming","Skye",1,4,"25.00"
"Vici","Sengoku Gaming","Chamber",1,4,"25.00"
"d4v41","Paper Rex","Killjoy",1,61,"1.64"
"d4v41","Paper Rex","Breach",1,61,"1.64"
"d3ffo","M3 Champions (ex)","Fade",1,34,"2.94"
"Zerost","BLUE BEES.ESP (ex)","Viper",1,7,"14.29"
"D1E","Movistar Optix","Astra",1,14,"7.14"
"D1E","Movistar Optix","Brimstone",1,14,"7.14"
"D1E","Meta Gaming (ex)","Astra",1,10,"10.00"
"D1E","Meta Gaming (ex)","Skye",1,10,"10.00"
"Zerost","Sengoku Gaming","Sova",1,4,"25.00"
"Zerost","Sengoku Gaming","Killjoy",1,4,"25.00"
"D1E","Meta Gaming (ex)","Sage",1,10,"10.00"
"Victor","OpTic Gaming (ex)","Chamber",1,111,"0.90"
"CyderX","BBL Esports (si)","Omen",1,4,"25.00"
"vong","FOKUS (ex)","Killjoy",1,12,"8.33"
"侵略者","ややーず","Sage",1,2,"50.00"
"Alex","Next eSports (ex)","Viper",1,4,"25.00"
"CyderX","BBL Esports (si)","Viper",1,4,"25.00"
"Alex","Next eSports (ex)","Killjoy",1,4,"25.00"
