"Ign","Team","Agent","Rounds","Wins","Percentage"
"FREY","Gaimin Gladiators (ex)","Killjoy",17,4,"23.53"
"JinboongE","HolyMolly (ex)","Skye",17,4,"23.53"
"bang","100 Thieves","Breach",17,4,"23.53"
"Ssun","Spear Gaming (ex)","Neon",17,4,"23.53"
"PTC","FULL SENSE (ex)","KAY/O",17,4,"23.53"
"iluri","FOKUS (ex)","Brimstone",17,4,"23.53"
"Wonjina","Next eSports","Omen",17,4,"23.53"
"hype","OG LDN UTD (ex)","Killjoy",17,4,"23.53"
"Anna","Next eSports (ex)","Reyna",17,4,"23.53"
"Delz1k","KRÜ Esports (ex)","Astra",17,4,"23.53"
"2GE","Rex Regum Qeon","Astra",17,4,"23.53"
"MONSTEERR","Acend (ex)","Killjoy",17,4,"23.53"
"Quick","FURIA","Raze",17,4,"23.53"
"keznit","KRÜ Esports (ex)","Jett",17,4,"23.53"
"Mizu","9z Team","Cypher",17,4,"23.53"
"zombs","Sentinels (ex)","Omen",17,4,"23.53"
"zeek","Acend (ex)","Viper",17,4,"23.53"
"Luke","World Game Star","Skye",17,4,"23.53"
"RIPablo","IGZIST","Brimstone",17,4,"23.53"
"maxie","Bleed Esports (ex)","Brimstone",34,8,"23.53"
"deigara","9z Team","KAY/O",17,4,"23.53"
"deigara","9z Team","Sage",17,4,"23.53"
"Blas","NAOS Esports","Chamber",17,4,"23.53"
"KappA","Global Esports","Breach",17,4,"23.53"
"Sơn KeKe","Fancy United Esports (ex)","Chamber",34,8,"23.53"
"Sayf","Guild Esports (ex)","Skye",17,4,"23.53"
"Solution","FUSION (ex)","KAY/O",17,4,"23.53"
"Redgar","M3 Champions (ex)","Fade",34,8,"23.53"
"SamuraiDeeper","Crest Gaming ZST (ex)","Breach",17,4,"23.53"
"RHZ","Keyd Stars (ex)","Sage",17,4,"23.53"
"Gunny","GoNGo Prince","Sova",17,4,"23.53"
"Danielesflo","FUSION (ex)","Brimstone",17,4,"23.53"
"Twisten","BIG (ex)","Cypher",17,4,"23.53"
"Surf","XERXIA Esports (ex)","Raze",17,4,"23.53"
"AztKk","FUSION (ex)","Breach",17,4,"23.53"
"Obnoks","BIG (ex)","KAY/O",34,8,"23.53"
"vakk","Acend","Sova",17,4,"23.53"
"HellrangeR","Global Esports","Fade",17,4,"23.53"
"diewijAs","PAMPAS (ex)","Killjoy",34,8,"23.53"
"HellFull","FUSION (ex)","Chamber",17,4,"23.53"
"lenne","Bleed Esports (ex)","Breach",17,4,"23.53"
"cuda","GyoGun (ex)","Jett",17,4,"23.53"
"dgzin","FURIA","Chamber",17,4,"23.53"
"PEPA","Team Vikings (ex)","Omen",17,4,"23.53"
"KadosuK","GyoGun (ex)","Reyna",34,8,"23.53"
"godko","Desperado (ex)","Killjoy",33,7,"21.21"
"skyeSG","No Namers (ex)","Brimstone",33,7,"21.21"
"Wenty","Tartarus (ex)","Chamber",33,7,"21.21"
"EndU","Team GP","KAY/O",16,3,"18.75"
"Teerapong","FW Esports","Sage",16,3,"18.75"
"Kei","looking for a name","Raze",16,3,"18.75"
"Bangnan","DAMWON Gaming (ex)","Raze",16,3,"18.75"
"k1Ng","On Sla2ers (ex)","Astra",16,3,"18.75"
"Zan","Focus e-Sports","Chamber",16,3,"18.75"
"Bazzi","On Sla2ers (ex)","Chamber",16,3,"18.75"
"Amaterasu","Velocity Gaming","Breach",16,3,"18.75"
"Duno","Natus Vincere (ex)","Sage",16,3,"18.75"
"Boo","OG LDN UTD (ex)","Breach",16,3,"18.75"
"ParkJJong","Team GP (ex)","Chamber",16,3,"18.75"
"deigara","9z Team","Viper",16,3,"18.75"
"Lmemore","Onic Esports (ex)","Killjoy",16,3,"18.75"
"Keria","Spear Gaming","Breach",16,3,"18.75"
"BABYBAY","FaZe Clan","Phoenix",16,3,"18.75"
"GodDead","On Sla2ers","Skye",16,3,"18.75"
"k1Ng","On Sla2ers (ex)","Sage",16,3,"18.75"
"MatiS","EBRO Gaming (ex)","Jett",16,3,"18.75"
"Brofeld","Jadeite","Killjoy",16,3,"18.75"
"TS","On Sla2ers (ex)","Killjoy",16,3,"18.75"
"Bazzi","On Sla2ers (ex)","Breach",16,3,"18.75"
"AzeL","looking for a name (ex)","Viper",16,3,"18.75"
"rite2ace","Velocity Gaming (ex)","Omen",16,3,"18.75"
"Suke","SYSTEM e-Sports","Skye",16,3,"18.75"
"GodDead","On Sla2ers","Cypher",16,3,"18.75"
"Siro","looking for a name (ex)","Reyna",16,3,"18.75"
"Reformed","Evil Geniuses","Fade",16,3,"18.75"
"Unnsto","EBRO Gaming (ex)","Sova",16,3,"18.75"
"MOLSI","OG LDN UTD (ex)","Neon",16,3,"18.75"
"B1ngSu","Veronica7","Killjoy",16,3,"18.75"
"ParkJJong","Tartarus (ex)","Fade",16,3,"18.75"
"YESicaN","Fancy United Esports","Omen",16,3,"18.75"
"reooooo","Rebellion Arts","Reyna",16,3,"18.75"
"swag","Team Vikings (ex)","Viper",16,3,"18.75"
"W1nner","Griffin E-Sports","Breach",16,3,"18.75"
"Dszera","Team Vikings (ex)","Sova",16,3,"18.75"
"Delend","Made in Thailand (ex)","Omen",15,2,"13.33"
"Zerost","Sengoku Gaming","Fade",15,2,"13.33"
"takej","REJECT (ex)","Yoru",15,2,"13.33"
"Marved","OpTic Gaming","Skye",15,2,"13.33"
"rochet","SunXet Club (ex)","Sova",15,2,"13.33"
"kobra","Crest Gaming ZST","Jett",15,2,"13.33"
"RIPablo","IGZIST","Astra",15,2,"13.33"
"thiefy","Sengoku Gaming (ex)","Cypher",15,2,"13.33"
"SoGaTe","Tartarus (ex)","Omen",15,2,"13.33"
"Keria","Spear Gaming","Skye",15,2,"13.33"
"Pepper","IGZIST (ex)","Jett",15,2,"13.33"
"sakurai","Crest Gaming ZST (ex)","Sage",15,2,"13.33"
"Wild0reoo","Oasis Gaming","Astra",15,2,"13.33"
"ParkJJong","Tartarus (ex)","Skye",15,2,"13.33"
"invy","Oasis Gaming (ex)","Sova",15,2,"13.33"
"Mazino","KRÜ Esports (ex)","Reyna",15,2,"13.33"
"munghoon","VPZ","Sova",15,2,"13.33"
"AloNeFillz","Made in Thailand","Fade",15,2,"13.33"
"Moose","Luminosity Gaming (ex)","Viper",29,3,"10.34"
"DDcream","Pentagon","Sova",14,1,"7.14"
"大西大和","SETOUCHI ENLIFE (ex)","Raze",14,1,"7.14"
"LucasVade","Meta Gaming (ex)","Skye",14,1,"7.14"
"XiSTOU","SuperMassive (ex)","Chamber",14,1,"7.14"
"B4nnba","Pentagon","Cypher",14,1,"7.14"
"iluri","FOKUS (ex)","Breach",14,1,"7.14"
"AsLanM4shadoW","BBL Esports","KAY/O",14,1,"7.14"
"frostmind","BOOM Esports (ex)","Sova",14,1,"7.14"
"vong","FOKUS (ex)","Brimstone",14,1,"7.14"
"JREXXX","Insomnia (ex)","Chamber",14,1,"7.14"
"badsitoww","Meta Gaming (ex)","Killjoy",14,1,"7.14"
"Tempz","No Namers (ex)","Skye",14,1,"7.14"
"ableJ","FURIA (ex)","Breach",14,1,"7.14"
"Hermes","HolyMolly (ex)","Viper",14,1,"7.14"
"BlackWiz","NORTHEPTION","Fade",14,1,"7.14"
"Num","AWS (ex)","Skye",14,1,"7.14"
"wyz","FUSION","Chamber",14,1,"7.14"
"柳ヶ瀬鈴乃","IXA (ex)","Killjoy",14,1,"7.14"
"Maru","Mariner","Sova",13,0,"0.00"
"fiN","SYSTEM e-Sports","Killjoy",13,0,"0.00"
"Asuna","100 Thieves","Chamber",13,0,"0.00"
"Delta","Maru Gaming (ex)","Sage",13,0,"0.00"
"moco","TRIDENT (ex)","KAY/O",13,0,"0.00"
