,Ign,Team,Acs,Matches_x,Headshot %,Bodyshot %,Legshot %,Matches_y,Clutches,Clutch Failures,Damage,Defusals,Headshots,Kills,Deaths,Assists,Kd,Multikills,Plants,Spend,Player Id
294,shion,Liberty (ex),199.0,20.0,22.91,70.29,6.78,20.0,3.0,31.0,54655.0,6.0,223.0,292.0,313.0,124.0,0.93,64.0,38.0,1080250.0,2927
295,zunba,On Sla2ers (ex),199.0,55.0,27.46,66.65,5.88,49.0,15.0,80.0,120633.0,16.0,560.0,666.0,590.0,330.0,1.13,153.0,51.0,2167550.0,2009
296,Jonn,Ninjas in Pyjamas (ex),199.0,66.0,27.16,66.12,6.7,66.0,19.0,82.0,184284.0,17.0,839.0,966.0,1044.0,389.0,0.93,221.0,33.0,3719100.0,2195
297,diewijAs,PAMPAS (ex),199.0,11.0,16.07,77.23,6.69,11.0,1.0,33.0,29249.0,2.0,108.0,149.0,168.0,42.0,0.89,35.0,8.0,580800.0,3718
298,tehbotol,BOOM Esports (ex),198.0,45.0,26.77,67.44,5.78,45.0,20.0,94.0,125629.0,20.0,528.0,675.0,667.0,288.0,1.01,170.0,75.0,2370800.0,3365
299,seven,TSM (ex),198.0,10.0,21.29,74.03,4.66,10.0,3.0,15.0,29543.0,3.0,105.0,149.0,175.0,46.0,0.85,32.0,13.0,577550.0,4239
300,lenne,Bleed Esports (ex),198.0,37.0,20.56,68.17,11.26,37.0,19.0,78.0,103551.0,13.0,345.0,516.0,552.0,276.0,0.93,115.0,158.0,2006650.0,6625
301,YaBoiDre,Evil Geniuses (ex),198.0,12.0,33.25,61.38,5.35,12.0,7.0,45.0,34657.0,3.0,149.0,183.0,186.0,54.0,0.98,45.0,7.0,645650.0,722
302,Rain,CNJ Esports,198.0,18.0,20.89,70.67,8.42,18.0,1.0,19.0,49719.0,7.0,191.0,247.0,313.0,110.0,0.79,68.0,13.0,1040350.0,225
303,Dcop,FUSION,198.0,14.0,19.44,71.25,9.3,14.0,6.0,31.0,37710.0,3.0,140.0,193.0,227.0,78.0,0.85,46.0,22.0,757400.0,321
304,Texta,ORDER (ex),198.0,16.0,27.15,64.23,8.61,16.0,9.0,19.0,38444.0,9.0,186.0,207.0,208.0,105.0,1.0,53.0,16.0,748200.0,1046
305,SungJin,CNJ Esports (ex),198.0,6.0,20.77,70.77,8.45,6.0,2.0,11.0,15996.0,5.0,59.0,91.0,88.0,12.0,1.03,22.0,2.0,241050.0,18839
306,SungJin,Spear Gaming (ex),164.0,23.0,26.04,64.86,9.09,23.0,10.0,68.0,50524.0,11.0,212.0,271.0,332.0,172.0,0.82,61.0,41.0,1153350.0,18839
307,JonahP,The Guard,197.0,55.0,25.93,67.55,6.5,55.0,12.0,100.0,145468.0,22.0,630.0,773.0,789.0,336.0,0.98,190.0,68.0,3014050.0,1091
308,Witz,Team Secret (ex),197.0,24.0,21.62,72.77,5.6,24.0,9.0,44.0,63264.0,7.0,216.0,342.0,337.0,112.0,1.01,82.0,23.0,1215950.0,9537
309,pyth,Bleed Esports (ex),197.0,37.0,28.83,65.6,5.55,37.0,13.0,107.0,105799.0,10.0,498.0,565.0,529.0,190.0,1.07,133.0,21.0,2055550.0,645
310,bezn1,Ninjas in Pyjamas (ex),197.0,66.0,24.31,68.28,7.4,66.0,32.0,109.0,179688.0,27.0,795.0,981.0,1012.0,389.0,0.97,247.0,167.0,3719200.0,762
311,Luke,World Game Star,197.0,54.0,30.6,63.96,5.42,54.0,17.0,119.0,141890.0,21.0,643.0,749.0,765.0,206.0,0.98,182.0,49.0,2673650.0,23167
312,Ethan,NRG Esports (ex),197.0,26.0,22.96,67.26,9.76,26.0,12.0,45.0,72668.0,18.0,308.0,370.0,389.0,204.0,0.95,89.0,87.0,1421200.0,12070
313,Ethan,100 Thieves (ex),190.0,13.0,21.51,72.08,6.4,13.0,4.0,30.0,35961.0,3.0,131.0,179.0,197.0,62.0,0.91,44.0,29.0,643400.0,12070
314,Johnqt,Ghost Gaming (ex),197.0,15.0,23.34,69.12,7.53,15.0,4.0,26.0,41496.0,7.0,155.0,222.0,206.0,92.0,1.08,57.0,31.0,774600.0,1578
315,Pepper,IGZIST (ex),197.0,19.0,18.66,74.23,7.1,19.0,4.0,30.0,44711.0,8.0,176.0,252.0,259.0,63.0,0.97,52.0,8.0,886350.0,7658
316,hellff,Velocity Gaming,197.0,6.0,22.9,73.22,3.87,6.0,3.0,18.0,16937.0,3.0,71.0,91.0,100.0,17.0,0.91,21.0,12.0,345900.0,2059
317,TS,On Sla2ers (ex),197.0,55.0,26.16,69.83,3.99,49.0,12.0,68.0,123105.0,26.0,498.0,655.0,576.0,307.0,1.14,158.0,123.0,2206300.0,1199
318,disk0,ORDER (ex),197.0,16.0,22.63,71.0,6.36,16.0,3.0,28.0,39325.0,4.0,153.0,218.0,206.0,81.0,1.06,50.0,14.0,719250.0,824
319,AzeL,looking for a name (ex),197.0,2.0,21.91,67.12,10.95,2.0,0.0,8.0,4777.0,2.0,16.0,26.0,31.0,12.0,0.84,5.0,3.0,92900.0,15534
320,Sơn KeKe,Fancy United Esports (ex),196.0,12.0,28.1,68.6,3.29,12.0,2.0,23.0,31914.0,3.0,145.0,160.0,183.0,72.0,0.87,41.0,15.0,602000.0,13645
321,pANcada,LOUD (ex),196.0,67.0,34.52,62.7,2.77,67.0,30.0,126.0,178875.0,30.0,872.0,989.0,826.0,476.0,1.2,233.0,118.0,3373100.0,6037
322,AloNeFillz,Made in Thailand,196.0,28.0,19.77,70.57,9.65,28.0,7.0,80.0,81472.0,17.0,295.0,423.0,410.0,181.0,1.03,102.0,39.0,1600700.0,609
323,flippy,South Built Esports (ex),196.0,10.0,27.61,67.16,5.22,10.0,2.0,18.0,26750.0,4.0,111.0,147.0,153.0,56.0,0.96,36.0,40.0,521050.0,12320
324,mitch,Cloud9 (ex),196.0,47.0,18.05,75.83,6.1,47.0,16.0,101.0,127154.0,23.0,441.0,677.0,658.0,243.0,1.03,165.0,72.0,2474050.0,9304
325,bazz,FAV gaming,196.0,23.0,25.72,67.31,6.96,23.0,6.0,44.0,59002.0,9.0,266.0,312.0,332.0,162.0,0.94,78.0,22.0,1141750.0,3035
326,C0M,Evil Geniuses,196.0,23.0,23.51,65.35,11.13,23.0,11.0,81.0,68571.0,14.0,262.0,342.0,351.0,196.0,0.97,78.0,54.0,1353900.0,2882
327,Kakarot,NAOS Esports,196.0,6.0,22.22,65.92,11.85,6.0,4.0,15.0,15904.0,2.0,60.0,80.0,90.0,39.0,0.89,25.0,13.0,281700.0,8077
328,pr0xy,Spear Gaming (ex),196.0,30.0,31.83,64.54,3.61,30.0,12.0,78.0,78537.0,9.0,396.0,411.0,459.0,94.0,0.9,106.0,33.0,1522900.0,6600
329,Genghsta,Knights (ex),196.0,17.0,27.21,67.36,5.41,17.0,7.0,35.0,48212.0,12.0,181.0,215.0,247.0,127.0,0.87,54.0,29.0,867350.0,2810
330,krain,Liberty,196.0,20.0,22.19,71.09,6.7,20.0,6.0,57.0,57637.0,14.0,202.0,286.0,294.0,112.0,0.97,67.0,17.0,1036350.0,2054
331,Kr1stal,BLUE BEES.ESP (ex),196.0,13.0,26.27,66.49,7.23,13.0,5.0,25.0,34790.0,6.0,149.0,196.0,188.0,74.0,1.04,47.0,24.0,698700.0,1212
332,W1nner,Griffin E-Sports,195.0,16.0,26.64,67.07,6.27,16.0,5.0,39.0,40405.0,1.0,174.0,212.0,230.0,91.0,0.92,53.0,21.0,801350.0,707
333,ryota-,SCARZ (ex),195.0,5.0,24.53,71.29,4.16,5.0,3.0,17.0,14523.0,4.0,53.0,73.0,72.0,39.0,1.01,18.0,9.0,271300.0,2884
334,d3ffo,Gambit Esports (ex),195.0,5.0,18.51,72.59,8.88,5.0,1.0,5.0,15030.0,3.0,50.0,79.0,83.0,23.0,0.95,20.0,1.0,335150.0,3135
335,d3ffo,M3 Champions (ex),181.0,34.0,23.28,71.5,5.21,34.0,7.0,53.0,87302.0,12.0,326.0,444.0,522.0,161.0,0.85,105.0,30.0,1929550.0,3135
336,Shyy,Leviatán,195.0,36.0,27.32,65.77,6.89,36.0,14.0,64.0,98650.0,13.0,440.0,549.0,515.0,314.0,1.07,129.0,39.0,2029050.0,21588
337,Xandrite,NORTHEPTION (ex),194.0,14.0,17.49,75.84,6.65,14.0,6.0,31.0,36237.0,9.0,155.0,181.0,199.0,78.0,0.91,40.0,10.0,729400.0,3968
338,Rabbet,Rex Regum Qeon,194.0,7.0,30.07,62.4,7.51,7.0,2.0,13.0,17183.0,3.0,80.0,93.0,103.0,43.0,0.9,26.0,18.0,363000.0,24
339,soulcas,Team Liquid,194.0,75.0,28.03,65.58,6.37,75.0,24.0,168.0,214808.0,33.0,911.0,1097.0,1110.0,519.0,0.99,246.0,87.0,4192150.0,2056
340,Kanpeki,Sentinels (ex),194.0,11.0,22.54,57.41,20.03,11.0,2.0,22.0,31336.0,3.0,117.0,154.0,190.0,78.0,0.81,35.0,27.0,633550.0,1249
341,vanity,Cloud9,194.0,47.0,14.31,73.5,12.18,47.0,19.0,130.0,119058.0,23.0,389.0,663.0,672.0,385.0,0.99,158.0,141.0,2545400.0,4639
342,maxie,Bleed Esports (ex),193.0,37.0,27.96,66.17,5.85,37.0,20.0,74.0,101013.0,13.0,439.0,529.0,545.0,279.0,0.97,129.0,30.0,2037750.0,7877
343,Shiro,Onic Esports (ex),193.0,38.0,24.0,70.53,5.45,38.0,20.0,116.0,109730.0,25.0,374.0,554.0,525.0,259.0,1.06,135.0,79.0,2027000.0,13549
344,SyouTa,Crest Gaming ZST (ex),193.0,9.0,24.22,66.03,9.73,9.0,3.0,17.0,24639.0,1.0,102.0,122.0,151.0,64.0,0.81,28.0,30.0,528500.0,12262
345,Meddo,G2 Esports (Inactive) (ex),193.0,57.0,25.17,70.01,4.81,57.0,21.0,149.0,159080.0,18.0,737.0,859.0,793.0,256.0,1.08,202.0,63.0,2917400.0,2377
346,Khalil,FURIA,193.0,49.0,24.75,69.6,5.64,49.0,24.0,136.0,140181.0,21.0,553.0,734.0,711.0,309.0,1.03,182.0,109.0,2700550.0,26281
347,v1xen,Keyd Stars (ex),193.0,25.0,22.66,71.82,5.51,25.0,8.0,58.0,68869.0,9.0,255.0,357.0,366.0,210.0,0.98,90.0,67.0,1309200.0,2901
348,v1xen,Ninjas in Pyjamas (ex),167.0,32.0,26.0,68.49,5.49,24.0,13.0,78.0,52890.0,10.0,232.0,280.0,328.0,170.0,0.85,57.0,59.0,1189900.0,2901
349,prozin,Sharks Esports,192.0,9.0,29.91,57.41,12.66,9.0,1.0,9.0,24450.0,3.0,111.0,128.0,150.0,70.0,0.85,27.0,17.0,494800.0,1971
350,Fung3,Griffin E-Sports,192.0,16.0,31.01,63.84,5.14,16.0,13.0,26.0,41623.0,4.0,187.0,223.0,228.0,40.0,0.98,56.0,12.0,760750.0,796
351,HANLING,9z Team (ex),192.0,32.0,28.12,63.82,8.04,32.0,6.0,72.0,83333.0,6.0,353.0,438.0,479.0,181.0,0.91,110.0,30.0,1653950.0,3510
352,murizzz,Keyd Stars (ex),192.0,60.0,22.93,71.68,5.37,60.0,11.0,76.0,165917.0,24.0,623.0,872.0,958.0,360.0,0.91,204.0,48.0,3378800.0,277
353,ryotzz,TBK Esports,192.0,38.0,13.58,76.03,10.38,38.0,12.0,74.0,106402.0,15.0,306.0,527.0,568.0,360.0,0.93,120.0,79.0,2133450.0,5580
354,Boo,LDN UTD (ex),192.0,12.0,29.01,60.69,10.28,12.0,10.0,31.0,30563.0,5.0,141.0,163.0,159.0,73.0,1.03,44.0,19.0,583050.0,27653
355,Boo,OG LDN UTD (ex),182.0,21.0,28.54,65.68,5.77,21.0,10.0,50.0,57339.0,12.0,262.0,295.0,332.0,150.0,0.89,68.0,57.0,1178400.0,27653
356,iRdy,World Game Star,192.0,59.0,26.96,68.15,4.88,59.0,21.0,114.0,151268.0,29.0,652.0,792.0,773.0,345.0,1.02,200.0,134.0,2780900.0,293
357,GOLD,Desperado (ex),192.0,21.0,32.99,63.97,3.03,15.0,5.0,56.0,38012.0,4.0,196.0,207.0,223.0,92.0,0.93,48.0,26.0,793950.0,18866
358,deigara,9z Team,191.0,39.0,31.85,62.17,5.96,39.0,13.0,69.0,101854.0,13.0,497.0,523.0,578.0,242.0,0.9,138.0,47.0,1970150.0,9905
359,Esperanza,DAMWON Gaming,191.0,58.0,34.11,61.17,4.71,58.0,13.0,100.0,150637.0,29.0,745.0,797.0,815.0,354.0,0.98,189.0,102.0,3017650.0,2368
360,Nivera,Team Liquid (ex),191.0,75.0,29.33,64.38,6.28,75.0,34.0,154.0,204925.0,17.0,836.0,1116.0,1082.0,335.0,1.03,275.0,90.0,4015250.0,17788
361,sushiboys,XERXIA Esports (ex),191.0,61.0,22.04,72.02,5.92,61.0,19.0,116.0,167114.0,13.0,703.0,850.0,908.0,272.0,0.94,205.0,55.0,3229350.0,671
362,aproto,Ghost Gaming (ex),191.0,15.0,39.77,55.83,4.39,15.0,9.0,36.0,38971.0,6.0,208.0,224.0,216.0,101.0,1.04,49.0,11.0,792950.0,3074
363,Xdll,BLUE BEES.ESP (ex),191.0,13.0,23.31,71.42,5.25,13.0,6.0,18.0,34054.0,7.0,142.0,185.0,196.0,104.0,0.94,45.0,39.0,712250.0,23136
364,Derialy,NORTHEPTION,191.0,26.0,25.03,70.89,4.06,26.0,7.0,43.0,68877.0,7.0,314.0,356.0,388.0,114.0,0.92,88.0,60.0,1399100.0,2272
365,Derialy,FENNEL (ex),179.0,7.0,28.85,64.76,6.37,7.0,2.0,17.0,18332.0,10.0,86.0,89.0,96.0,31.0,0.93,20.0,9.0,347650.0,2272
366,xnfri,NORTHEPTION (ex),191.0,40.0,26.38,66.94,6.67,40.0,14.0,103.0,106532.0,17.0,443.0,551.0,538.0,224.0,1.02,134.0,18.0,1920700.0,652
367,iNTRO,DAMWON Gaming (ex),191.0,30.0,32.98,64.94,2.06,8.0,2.0,8.0,20383.0,2.0,96.0,113.0,109.0,31.0,1.04,29.0,4.0,390650.0,1406
368,FifTy,DeToNator,191.0,3.0,22.06,72.41,5.51,3.0,1.0,10.0,8237.0,2.0,32.0,48.0,50.0,10.0,0.96,8.0,2.0,173750.0,1422
369,ANDROID,NRG Esports (ex),191.0,13.0,24.75,68.89,6.35,13.0,5.0,21.0,35355.0,5.0,152.0,181.0,194.0,73.0,0.93,47.0,18.0,686350.0,493
370,Purp0,Acend (si),191.0,3.0,33.62,53.98,12.38,3.0,1.0,9.0,7948.0,1.0,38.0,41.0,48.0,18.0,0.85,9.0,4.0,152150.0,509
371,d4v41,Paper Rex,191.0,61.0,25.46,67.84,6.69,61.0,20.0,135.0,160873.0,24.0,635.0,864.0,821.0,398.0,1.05,202.0,161.0,2930700.0,8388
372,aimDLL,BBL Esports,191.0,26.0,28.8,63.0,8.19,26.0,12.0,65.0,71960.0,16.0,341.0,359.0,393.0,166.0,0.91,89.0,53.0,1392800.0,3152
373,Zest,DRX,191.0,91.0,30.31,62.15,7.52,91.0,29.0,114.0,229190.0,24.0,1059.0,1238.0,1141.0,586.0,1.09,297.0,117.0,4525900.0,814
374,M4sh,EVA:e (ex),191.0,3.0,16.98,75.47,7.54,3.0,0.0,6.0,9200.0,3.0,27.0,43.0,44.0,22.0,0.98,9.0,8.0,168750.0,2764
375,baddyG,FunPlus Phoenix (ex),190.0,16.0,24.52,69.09,6.38,16.0,5.0,26.0,42743.0,7.0,192.0,227.0,219.0,106.0,1.04,61.0,46.0,816850.0,7705
376,kvzx,NAOS Esports,190.0,6.0,27.44,68.37,4.18,6.0,2.0,19.0,15878.0,2.0,59.0,75.0,89.0,45.0,0.84,20.0,4.0,288100.0,1126
377,Starxo,Acend,190.0,37.0,21.98,70.49,7.51,37.0,7.0,69.0,93657.0,13.0,398.0,522.0,546.0,180.0,0.96,129.0,38.0,2017200.0,691
378,ChAlalala,FULL SENSE (ex),190.0,11.0,22.83,73.03,4.13,11.0,5.0,16.0,28534.0,4.0,116.0,169.0,148.0,81.0,1.14,42.0,20.0,559800.0,676
379,ShahZaM,Sentinels (ex),190.0,38.0,23.99,68.77,7.22,38.0,14.0,135.0,112232.0,29.0,405.0,549.0,592.0,247.0,0.93,131.0,19.0,2225750.0,893
380,stax,DRX,190.0,91.0,35.12,57.84,7.03,91.0,48.0,167.0,230293.0,33.0,1184.0,1286.0,1128.0,637.0,1.14,309.0,389.0,4513300.0,582
381,Minimise,Bonkers(OCE) (ex),190.0,8.0,20.37,74.94,4.68,8.0,2.0,14.0,22036.0,5.0,87.0,121.0,131.0,49.0,0.92,29.0,21.0,495000.0,812
382,crashies,OpTic Gaming (ex),190.0,111.0,24.67,65.99,9.33,111.0,45.0,222.0,294225.0,51.0,1171.0,1552.0,1520.0,791.0,1.02,364.0,230.0,5831100.0,2483
383,shura,Focus e-Sports,190.0,2.0,28.78,69.69,1.51,2.0,2.0,5.0,4388.0,2.0,19.0,22.0,30.0,8.0,0.73,6.0,6.0,86700.0,23153
384,zeek,Acend (ex),190.0,28.0,19.3,70.57,10.12,28.0,5.0,42.0,71475.0,7.0,265.0,381.0,436.0,207.0,0.87,97.0,45.0,1510750.0,6139
385,Sushi,EBRO Gaming (ex),189.0,11.0,23.02,73.02,3.95,11.0,3.0,35.0,27335.0,8.0,128.0,149.0,162.0,38.0,0.92,36.0,9.0,542550.0,19591
386,Zerost,Sengoku Gaming,189.0,4.0,23.07,70.51,6.41,4.0,1.0,14.0,9587.0,1.0,36.0,50.0,63.0,15.0,0.79,10.0,3.0,207050.0,2978
387,Jady,Natus Vincere (ex),189.0,13.0,28.26,59.21,12.52,13.0,3.0,25.0,36611.0,2.0,158.0,195.0,215.0,107.0,0.91,50.0,16.0,748600.0,2154
388,Jady,M3 Champions,168.0,12.0,31.39,65.81,2.79,12.0,3.0,21.0,29395.0,5.0,135.0,156.0,182.0,82.0,0.86,35.0,57.0,707450.0,2154
389,Fuzari,Gamelanders Blue (ex),189.0,24.0,22.51,71.71,5.77,24.0,8.0,46.0,62663.0,8.0,269.0,357.0,376.0,102.0,0.95,86.0,34.0,1363100.0,739
390,SSeeS,DetonatioN Gaming White (ex),189.0,3.0,32.0,64.0,4.0,3.0,4.0,6.0,7110.0,1.0,32.0,38.0,31.0,17.0,1.23,10.0,18.0,133600.0,23142
391,neth,Crazy Raccoon,189.0,40.0,24.52,67.33,8.14,40.0,11.0,68.0,101655.0,24.0,467.0,547.0,520.0,249.0,1.05,138.0,102.0,2027400.0,2388
392,DeNaro,MIBR (ex),189.0,17.0,28.05,66.66,5.27,17.0,7.0,43.0,46147.0,15.0,202.0,254.0,252.0,131.0,1.01,66.0,25.0,941550.0,211
393,rez1v,Storks Phalanx,189.0,4.0,25.77,65.46,8.76,4.0,0.0,12.0,12289.0,1.0,50.0,60.0,62.0,35.0,0.97,14.0,5.0,245100.0,2445
394,Jeong Hi,Maru Gaming (ex),188.0,32.0,21.44,69.26,9.28,32.0,18.0,84.0,79437.0,25.0,314.0,440.0,434.0,226.0,1.01,103.0,75.0,1592550.0,2762
395,Jeong Hi,DAMWON Gaming (ex),172.0,27.0,22.26,70.24,7.48,27.0,11.0,52.0,64693.0,19.0,259.0,325.0,356.0,187.0,0.91,66.0,50.0,1348700.0,2762
396,eKo,Reignite (ex),188.0,10.0,25.0,71.09,3.9,10.0,3.0,27.0,25045.0,4.0,96.0,119.0,148.0,72.0,0.8,28.0,12.0,457000.0,443
397,LAMMYSNAX,FULL SENSE (ex),188.0,11.0,26.43,69.19,4.36,11.0,1.0,38.0,30588.0,8.0,115.0,154.0,142.0,69.0,1.08,30.0,13.0,581950.0,2122
398,braveaf,FNATIC (ex),188.0,20.0,29.52,64.19,6.27,20.0,9.0,52.0,54159.0,10.0,207.0,278.0,287.0,134.0,0.97,68.0,16.0,1099700.0,2290
399,JoXJo,NORTHEPTION (ex),188.0,40.0,25.23,66.18,8.58,40.0,16.0,69.0,101564.0,21.0,438.0,540.0,545.0,301.0,0.99,137.0,116.0,1973850.0,3060
400,Mistic,FNATIC (ex),188.0,69.0,28.15,66.04,5.8,69.0,27.0,136.0,181157.0,41.0,854.0,991.0,979.0,525.0,1.01,243.0,200.0,3793800.0,76
401,prince,Los Grandes (ex),188.0,19.0,26.89,68.43,4.67,19.0,6.0,62.0,49360.0,5.0,213.0,256.0,277.0,101.0,0.92,59.0,20.0,996400.0,6231
402,TORANECO,Hexad (ex),188.0,6.0,22.65,70.87,6.47,6.0,1.0,15.0,16086.0,1.0,70.0,74.0,87.0,25.0,0.85,19.0,12.0,298650.0,2792
403,TORANECO,BLUE BEES.ESP (ex),186.0,6.0,24.69,68.37,6.92,6.0,1.0,24.0,16625.0,2.0,82.0,83.0,102.0,58.0,0.81,15.0,17.0,349350.0,2792
404,neT,The Guard,188.0,55.0,30.29,65.76,3.93,55.0,16.0,108.0,143154.0,30.0,685.0,753.0,798.0,204.0,0.94,168.0,42.0,2916400.0,4141
405,jEEE,NAOS Esports,188.0,6.0,26.08,70.75,3.16,6.0,5.0,13.0,15020.0,2.0,66.0,80.0,92.0,26.0,0.87,21.0,6.0,290900.0,19757
406,Felix,Brimstone (si),188.0,7.0,19.75,72.94,7.29,7.0,3.0,18.0,19786.0,3.0,65.0,92.0,101.0,61.0,0.91,22.0,18.0,372850.0,3186
407,Felix,HolyMolly (ex),160.0,26.0,21.19,72.91,5.88,26.0,4.0,57.0,55134.0,7.0,198.0,278.0,354.0,192.0,0.79,57.0,62.0,1260500.0,3186
408,tinggg2k5,CERBERUS Esports,187.0,7.0,21.52,75.49,2.98,7.0,3.0,14.0,17769.0,3.0,65.0,90.0,109.0,15.0,0.83,21.0,1.0,352750.0,4844
409,Ijin,Storks Phalanx (ex),187.0,4.0,18.09,74.28,7.61,4.0,0.0,6.0,12136.0,2.0,38.0,60.0,67.0,17.0,0.9,14.0,3.0,255700.0,2897
410,dapr,Sentinels (ex),187.0,38.0,18.93,74.1,6.96,38.0,15.0,81.0,104369.0,17.0,400.0,544.0,630.0,227.0,0.86,133.0,65.0,2248650.0,724
411,Eliza,GoNGo Prince (ex),187.0,7.0,24.84,68.71,6.44,7.0,2.0,25.0,19820.0,2.0,81.0,104.0,114.0,44.0,0.91,20.0,25.0,401800.0,1823
412,kurozooted,Reignite,186.0,10.0,21.59,70.81,7.58,10.0,0.0,25.0,24951.0,2.0,111.0,124.0,140.0,47.0,0.89,31.0,18.0,505700.0,9555
413,SEVERiNE,Onic Esports (ex),186.0,38.0,18.26,71.66,10.06,38.0,9.0,74.0,100953.0,18.0,352.0,528.0,585.0,312.0,0.9,119.0,25.0,2150750.0,3380
414,vickt0r,Movistar Optix,186.0,27.0,25.27,66.51,8.21,27.0,9.0,56.0,69727.0,8.0,277.0,367.0,437.0,162.0,0.84,92.0,32.0,1539500.0,3409
415,HellFull,FUSION (ex),186.0,4.0,20.25,70.88,8.86,4.0,2.0,17.0,7893.0,1.0,32.0,48.0,59.0,5.0,0.81,9.0,3.0,176000.0,2609
416,BcJ,XSET (ex),186.0,66.0,18.75,69.99,11.25,66.0,21.0,126.0,175994.0,40.0,633.0,877.0,909.0,475.0,0.96,216.0,195.0,3385000.0,3346
417,Benecia,CNJ Esports,186.0,24.0,21.25,71.25,7.49,24.0,16.0,65.0,60218.0,12.0,258.0,333.0,339.0,162.0,0.98,80.0,65.0,1253000.0,6692
418,gtnziN,MIBR (ex),185.0,17.0,24.39,68.09,7.5,17.0,4.0,27.0,45379.0,6.0,182.0,240.0,264.0,138.0,0.91,57.0,21.0,993900.0,3105
419,MAGNUM,FNATIC (ex),185.0,24.0,21.9,71.51,6.57,24.0,13.0,43.0,61154.0,12.0,283.0,315.0,356.0,127.0,0.88,76.0,31.0,1296200.0,154
420,SamuraiDeeper,Crest Gaming ZST (ex),185.0,9.0,24.41,69.41,6.17,9.0,3.0,23.0,23073.0,6.0,83.0,115.0,147.0,64.0,0.78,25.0,14.0,506600.0,3020
421,SamuraiDeeper,REJECT (si),185.0,1.0,40.54,54.05,5.4,1.0,2.0,1.0,2657.0,1.0,15.0,16.0,14.0,4.0,1.14,3.0,5.0,44800.0,3020
422,Vici,Sengoku Gaming,185.0,4.0,29.92,63.77,6.29,4.0,3.0,12.0,9254.0,3.0,38.0,50.0,55.0,10.0,0.91,13.0,4.0,184150.0,25177
423,b3ta,Made in Thailand,185.0,11.0,25.09,70.78,4.11,11.0,9.0,25.0,31147.0,6.0,128.0,170.0,177.0,128.0,0.96,41.0,38.0,676400.0,2582
424,mindfreak,Paper Rex,185.0,61.0,29.64,64.88,5.47,61.0,35.0,137.0,151770.0,21.0,693.0,857.0,791.0,392.0,1.08,202.0,58.0,3001350.0,8385
425,Apoth,Evil Geniuses,184.0,23.0,30.09,63.36,6.53,23.0,10.0,63.0,62388.0,3.0,304.0,339.0,370.0,183.0,0.92,80.0,29.0,1366850.0,3842
426,Envy,FENNEL (ex),184.0,7.0,27.62,66.06,6.3,7.0,5.0,8.0,18386.0,3.0,92.0,89.0,96.0,30.0,0.93,24.0,2.0,351100.0,6032
427,YRSelect,Griffin E-Sports (si),184.0,16.0,25.83,69.85,4.3,16.0,2.0,27.0,39420.0,3.0,162.0,204.0,231.0,86.0,0.88,49.0,9.0,780600.0,3419
428,pleets,Los Grandes,184.0,19.0,15.9,72.76,11.33,19.0,8.0,40.0,45779.0,6.0,160.0,242.0,276.0,144.0,0.88,55.0,62.0,959550.0,2103
429,Xiaonuo,DeToNator,184.0,3.0,33.33,61.36,5.3,3.0,2.0,11.0,8545.0,2.0,44.0,48.0,53.0,20.0,0.91,10.0,4.0,190450.0,15603
430,BandiCoot,E-Xolos LAZER,184.0,16.0,21.48,72.54,5.96,16.0,9.0,33.0,41173.0,6.0,162.0,215.0,253.0,129.0,0.85,50.0,29.0,891300.0,3252
431,TENSAI,FENNEL (ex),184.0,7.0,19.46,71.97,8.55,7.0,2.0,16.0,16942.0,2.0,66.0,91.0,100.0,44.0,0.91,19.0,24.0,373950.0,391
432,L1NK,Acend (ex),184.0,6.0,29.91,64.1,5.98,6.0,1.0,16.0,15136.0,1.0,70.0,82.0,92.0,48.0,0.89,18.0,23.0,307550.0,1403
433,L1NK,Team Liquid (ex),169.0,38.0,32.35,62.23,5.4,38.0,17.0,103.0,91229.0,22.0,443.0,492.0,517.0,244.0,0.95,115.0,105.0,1958900.0,1403
434,skrawl,Bonkers(OCE) (ex),184.0,8.0,26.77,67.79,5.42,8.0,4.0,18.0,21704.0,2.0,79.0,108.0,116.0,60.0,0.93,24.0,19.0,435050.0,2207
435,Flax,Hexad (ex),184.0,6.0,34.06,59.34,6.59,6.0,1.0,16.0,14969.0,6.0,62.0,73.0,81.0,31.0,0.9,19.0,14.0,303250.0,1781
436,Boaster,FNATIC,183.0,69.0,18.89,69.01,12.09,69.0,21.0,124.0,175488.0,29.0,650.0,894.0,1011.0,581.0,0.88,217.0,106.0,3642450.0,2011
437,chase,Gamelanders Blue (ex),183.0,24.0,25.02,66.6,8.37,24.0,6.0,38.0,64630.0,6.0,266.0,317.0,401.0,166.0,0.79,69.0,12.0,1393200.0,3086
438,adrnking,Alter Ego,183.0,22.0,28.19,64.62,7.18,22.0,8.0,32.0,57129.0,13.0,267.0,306.0,329.0,161.0,0.93,76.0,15.0,1208350.0,956
439,MerRy,Storks Phalanx (ex),183.0,4.0,18.09,76.88,5.02,4.0,2.0,12.0,11695.0,1.0,36.0,61.0,60.0,21.0,1.02,15.0,20.0,220550.0,2734
440,Tio,Movistar Optix,183.0,27.0,19.76,71.14,9.08,27.0,19.0,92.0,65737.0,8.0,222.0,366.0,375.0,177.0,0.98,87.0,106.0,1315750.0,3411
